deck,source_path,slide_number,table_id,is_table_metric,raw_name,clean_name,refined_name,refinement_changed,refinement_strategy,refinement_iteration,refinement_context_sample,normalized_name,canonical_name,catalog_metric_id,catalog_metric_slug,normalization_method,normalization_status,name_occurrences,name_quality,cluster_id,cluster_similarity,cluster_unit_conflict,normalization_confidence,extraction_confidence,combined_confidence,validation_status,validation_reasons,review_group_key,review_group_size,unit,metric_type,category,raw_value,normalized_value,raw_context_sample
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,62,,false,% Investment→,% Investment→,% Investment→,false,original,0,,% investment,% Investment →,,,cluster,cluster_review,8,0.72,7,1.0,false,0.9272,0.765,0.8656,warn,cluster_requires_review;single_deck_name,cluster:7,24,percent,percentage,cost,1%,1.0,% Investment→ CPE by Secondary Markets- All Lines 1%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,62,,false,% Investment→,% Investment→,% Investment→,false,original,0,,% investment,% Investment →,,,cluster,cluster_review,8,0.72,7,1.0,false,0.9272,0.765,0.8656,warn,cluster_requires_review;single_deck_name,cluster:7,24,percent,percentage,cost,1%,1.0,% Investment→ CPE by Secondary Markets- All Lines 1%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,62,,false,% Investment→,% Investment→,% Investment→,false,original,0,,% investment,% Investment →,,,cluster,cluster_review,8,0.72,7,1.0,false,0.9272,0.765,0.8656,warn,cluster_requires_review;single_deck_name,cluster:7,24,percent,percentage,cost,1%,1.0,% Investment→ CPE by Secondary Markets- All Lines 1%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,62,,false,% Investment→,% Investment→,% Investment→,false,original,0,,% investment,% Investment →,,,cluster,cluster_review,8,0.72,7,1.0,false,0.9272,0.765,0.8656,warn,cluster_requires_review;single_deck_name,cluster:7,24,percent,percentage,cost,5%,5.0,% Investment→ CPE by Secondary Markets- All Lines 5%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,62,,false,% Investment→,% Investment→,% Investment→,false,original,0,,% investment,% Investment →,,,cluster,cluster_review,8,0.72,7,1.0,false,0.9272,0.765,0.8656,warn,cluster_requires_review;single_deck_name,cluster:7,24,percent,percentage,cost,8%,8.0,% Investment→ CPE by Secondary Markets- All Lines 8%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,62,,false,% Investment→,% Investment→,% Investment→,false,original,0,,% investment,% Investment →,,,cluster,cluster_review,8,0.72,7,1.0,false,0.9272,0.765,0.8656,warn,cluster_requires_review;single_deck_name,cluster:7,24,percent,percentage,cost,1%,1.0,% Investment→ CPE by Secondary Markets- All Lines 1%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,62,,false,% Investment→,% Investment→,% Investment→,false,original,0,,% investment,% Investment →,,,cluster,cluster_review,8,0.72,7,1.0,false,0.9272,0.765,0.8656,warn,cluster_requires_review;single_deck_name,cluster:7,24,percent,percentage,cost,3%,3.0,% Investment→ CPE by Secondary Markets- All Lines 3%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,76,,false,"Of Q4 UK, DE, IT, & FR Investment","Of Q4 UK, DE, IT, & FR Investment","Of Q4 UK, DE, IT, & FR Investment",false,original,0,,of q4 uk de it & fr investment,"Of Q4 UK, DE, IT, & FR Investment",,,cluster,cluster_review,1,0.62,161,1.0,false,0.9012,0.8075,0.8656,warn,cluster_requires_review;single_deck_name;singleton_name,cluster:161,1,percent,percentage,cost,13%,13.0,"13% Of Q4 UK, DE, IT, & FR Investment Scaling into Italy and France kept CTR and Launch Rate outperformance strong at 2x benchmarks in Q4."
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,27,,false,Cost-Per-Install,Cost-Per-Install,Cost-Per-Install,false,original,0,,cost-per-install,Cost-Per-Install,,,cluster,cluster_review,3,0.72,75,1.0,true,0.9272,0.765,0.8656,warn,cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:75,3,percent,percentage,cost,+227%,227.0,Cost-Per-Install Impressions delivered to Not Installed +227% Installs from Not Installed Audience
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,27,,false,Cost-Per-Install,Cost-Per-Install,Cost-Per-Install,false,original,0,,cost-per-install,Cost-Per-Install,,,cluster,cluster_review,3,0.72,75,1.0,true,0.9272,0.765,0.8656,warn,cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:75,3,percent,percentage,cost,+303%,303.0,Cost-Per-Install Impressions delivered to Not Installed +303% Installs from Not Installed Audience
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,27,,false,Cost-Per-Install,Cost-Per-Install,Cost-Per-Install,false,original,0,,cost-per-install,Cost-Per-Install,,,cluster,cluster_review,3,0.72,75,1.0,true,0.9272,0.765,0.8656,warn,cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:75,3,currency,currency,cost,$0.84,0.84,Cost-Per-Install Impressions delivered to Not Installed $0.84 Installs from Not Installed Audience
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,35,,false,Total Acquired Users,Total Acquired Users,Total Acquired Users,false,original,0,,total acquired users,Total Acquired Users,,,cluster,cluster_review,2,0.78,12,1.0,true,0.9428,0.74,0.8657,warn,cluster_requires_review;cluster_unit_conflict,cluster:12,3,count,count,other,10.8K,10800.0,Disney+ Native Added Value Spotlight 10.8K Total Acquired Users 21.4K Total Engaged Users
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,52,,false,Increase in CTR,Increase in CTR,More Efficient CPA,true,context_kpi_line,1,More Efficient CPA,more efficient cpa,More Efficient CPA vs,,,cluster,cluster_review,2,0.72,6,0.9262,true,0.8726,0.8575,0.8669,warn,cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:6,9,percent,percentage,other,14%,14.0,6 Hr Outperforms 12 14% Increase in CTR 2x More Efficient CPA
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,26,,false,Avg duration per launch,Avg duration per launch,Avg duration per launch,false,original,0,,avg duration per launch,Avg duration per launch,,,cluster,cluster_review,12,0.78,46,1.0,true,0.9428,0.745,0.8676,warn,cluster_requires_review;cluster_unit_conflict,cluster:46,12,percent,percentage,engagement,+30%,30.0,Avg duration per launch Paid Media Improves App Engagement +30% Overall Audience LG Exposed Audience
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,60,,false,2025 Sept Offer,2025 Sept Offer,2025 Sept Offer,false,original,0,,2025 sept offer,2025 Sept Offer,,,cluster,cluster_review,2,0.66,29,1.0,false,0.9116,0.7975,0.8682,warn,cluster_requires_review;missing_metric_hint;single_deck_name,cluster:29,2,count,count,other,2,2.0,2025 Sept Offer - Moana 2 2025 Sept Offer - Moana 2 Lilio & Stitch 2025
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,61,,false,2025 Sept Offer,2025 Sept Offer,2025 Sept Offer,false,original,0,,2025 sept offer,2025 Sept Offer,,,cluster,cluster_review,2,0.66,29,1.0,false,0.9116,0.7975,0.8682,warn,cluster_requires_review;missing_metric_hint;single_deck_name,cluster:29,2,count,count,other,2,2.0,2025 Sept Offer - Moana 2 2025 Sept Offer - Moana 2 AlienEarth
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,32,,false,Native Home Screen,Native Home Screen,Native Home Screen,false,original,0,,native home screen,Native Home Screen,,,cluster,cluster_review,2,0.66,158,1.0,false,0.9116,0.7975,0.8682,warn,cluster_requires_review;missing_metric_hint;single_deck_name,cluster:158,2,count,count,other,3,3.0,"Native Home Screen - 3D Native Home Screen - 3D With Innovative, Inviting, and Interactive Ad Executions that Capture Imagination and Attention"
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,33,,false,Native Home Screen,Native Home Screen,Native Home Screen,false,original,0,,native home screen,Native Home Screen,,,cluster,cluster_review,2,0.66,158,1.0,false,0.9116,0.7975,0.8682,warn,cluster_requires_review;missing_metric_hint;single_deck_name,cluster:158,2,count,count,other,3,3.0,"Native Home Screen - 3D Native Home Screen - 3D With Innovative, Inviting, and Interactive Ad Executions that Capture Imagination and Attention"
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,30,5f644168-8ca9-52a8-bf4f-6066bc27102c,true,Markets that ran Carousel Companion,Markets that ran Carousel Companion,Markets that ran Carousel Companion,false,original,0,,markets that ran carousel companion,Markets that ran Carousel Companion,,,cluster,cluster_review,2,0.72,149,1.0,true,0.9272,0.7725,0.8684,warn,cluster_requires_review;cluster_unit_conflict;missing_metric_hint,cluster:149,2,count,count,other,4,4.0,Carousel Static vs Carousel Companion (ROS) [TABLE] 4 | Markets that ran Carousel Companion +54% | Higher CTR vs Static +76% | Higher Install Rate vs Static 2x | More efficient CPA vs Static Carousel Video Companion nearly doubled CTR and d
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,29,,false,Markets,Markets,Higher CTR,true,context_kpi_line,1,Higher CTR,higher ctr,Higher CTR,,,cluster,cluster_review,4,0.72,118,1.0,true,0.9272,0.775,0.8694,warn,cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:118,4,ratio,ratio,other,13x,13.0,"Power of Video within the Carousel Companion 13x Markets Carousel Companion 59% Higher CTR vs Static Across H2, 13 markets deployed the Carousel Companion unit with 16:9 video, and the format consistently delivered top-tier performance acro"
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,21,,false,(4.5M),(4.5M),Avg monthly campaign reach against LG universe,true,context_kpi_line,1,Avg monthly campaign reach against LG universe,avg monthly campaign reach against lg universe,Avg monthly campaign reach against LG universe,,,cluster,cluster_review,1,0.62,47,1.0,false,0.9012,0.8175,0.8694,warn,cluster_requires_review;single_deck_name;singleton_name,cluster:47,1,percent,percentage,other,24%,24.0,LG & Disney+ Respective MAUs Growth 24% (4.5M) Avg monthly campaign reach against LG universe
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,38,,false,/ 3.4x,/ 3.4x,Unique Reach / Frequency,true,context_prev_line,1,Unique Reach / Frequency,unique reach / frequency,Unique Reach / Frequency,,,cluster,cluster_review,1,0.62,205,1.0,false,0.9012,0.8175,0.8694,warn,cluster_requires_review;single_deck_name;singleton_name,cluster:205,1,count,count,other,1.8M,1800000.0,"Unique Reach / Frequency Unique Reach / Frequency 1.8M / 3.4x The Content Store drove over 6.4K acquired users for Disney+, effectively engaging audiences actively seeking new content or apps to download"
Disney+ US FY25 H1,Disney+ US FY25 H1/11c_business_metrics_unfiltered.json,35,,false,More Launches vs Last Half,More Launches vs Last Half,FY25 H1 CPE: Lapsed ROS,true,context_prev_line,1,FY25 H1 CPE: Lapsed ROS,fy25 h1 cpe lapsed ros,FY25 H1 CPE - Lapsed ROS,,,cluster,cluster_review,1,0.62,11,1.0,true,0.9012,0.8175,0.8694,warn,cluster_requires_review;cluster_unit_conflict;single_deck_name;singleton_name,cluster:11,3,percent,percentage,performance,51%,51.0,FY25 H1 CPE: Lapsed ROS 51% More Launches vs Last Half Engaged User: any user that Launches Disney+ for 2 or more +30 minute session within 7 day attribution window
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,6,808d8551-95fe-55ba-8230-479587c1218f,true,Deduplicated Reach Against Other TV OEMs,Deduplicated Reach Against Other TV OEMs,Deduplicated Reach Against Other TV OEMs,false,original,0,,deduplicated reach against other tv oems,Deduplicated Reach vs. Other TV OEMS,,,cluster,cluster_review,2,0.78,2,0.9001,true,0.8689,0.8725,0.8702,warn,cluster_requires_review;cluster_unit_conflict,cluster:2,16,percent,percentage,reach,90%+,90.0,A Winning Combination of [TABLE] 42M | US LG Smart TVs 300M | US Secondary Devices 176M | Global LG Smart TVs 90%+ | Deduplicated Reach Against Other TV OEMs
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,19,,false,Avg duration per launch,Avg duration per launch,Avg duration per launch,false,original,0,,avg duration per launch,Avg duration per launch,,,cluster,cluster_review,12,0.78,46,1.0,true,0.9428,0.755,0.8714,warn,cluster_requires_review;cluster_unit_conflict,cluster:46,12,percent,percentage,engagement,+8%,8.0,Avg duration per launch Paid Media Improves App Engagement +8% Exposure to LG paid media led to an average time spent per launch of 55 mins versus the overall Disney+ audience across EMEA markets Disney+ Overall Audience Exposed to Paid Dis
Disney+ EMEA FY24 H1,Disney+ EMEA FY24 H1/11c_business_metrics_unfiltered.json,19,,false,Avg duration per launch,Avg duration per launch,Avg duration per launch,false,original,0,,avg duration per launch,Avg duration per launch,,,cluster,cluster_review,12,0.78,46,1.0,true,0.9428,0.755,0.8714,warn,cluster_requires_review;cluster_unit_conflict,cluster:46,12,percent,percentage,engagement,+30%,30.0,"Avg duration per launch US: Paid Media Improves App Engagement +30% Disney’s H1 Campaigns effectively increased the time spent per launch by +30%, with users spending over 95 minutes in the app LG exposed audience Overall1 audience"
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,16,,false,Avg duration per launch,Avg duration per launch,Avg duration per launch,false,original,0,,avg duration per launch,Avg duration per launch,,,cluster,cluster_review,12,0.78,46,1.0,true,0.9428,0.755,0.8714,warn,cluster_requires_review;cluster_unit_conflict,cluster:46,12,percent,percentage,engagement,+15%,15.0,Avg duration per launch Paid Media Improves App Engagement +15% Exposure to LG paid media led to an average time spent per launch of 1 hour versus the overall Disney+ audience across EMEA markets Overall Audience LG Exposed Audience
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,23,,false,Though the D+ install base grew,Though the D+ install base grew,Lapsed Users,true,context_kpi_line,1,Lapsed Users,lapsed users,Lapsed Users,,,cluster,cluster_review,7,0.78,138,1.0,true,0.9428,0.755,0.8714,warn,cluster_requires_review;cluster_unit_conflict,cluster:138,7,percent,percentage,performance,22%,22.0,Though the D+ install base grew Disney+ App Profile on LG TVs 22% Lapsed Users
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,24,,false,Avg duration per launch,Avg duration per launch,Avg duration per launch,false,original,0,,avg duration per launch,Avg duration per launch,,,cluster,cluster_review,12,0.78,46,1.0,true,0.9428,0.755,0.8714,warn,cluster_requires_review;cluster_unit_conflict,cluster:46,12,percent,percentage,engagement,+26%,26.0,"Avg duration per launch US: Paid Media Improves App Engagement +26% Exposure to Disney+ advertising on LG TVs drove a +26% increase in average minutes streamed vs the overall audience, generating over 1.5 hours of watch time per launch LG e"
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+43%,43.0,Home Screen Roadblocks - Launch Lift +43%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+40%,40.0,Home Screen Roadblocks - Launch Lift +40%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+22%,22.0,Home Screen Roadblocks - Launch Lift +22%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+31%,31.0,Home Screen Roadblocks - Launch Lift +31%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+51%,51.0,Home Screen Roadblocks - Launch Lift +51%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+51%,51.0,Home Screen Roadblocks - Launch Lift +51%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+53%,53.0,Home Screen Roadblocks - Launch Lift +53%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+53%,53.0,Home Screen Roadblocks - Launch Lift +53%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+59%,59.0,Home Screen Roadblocks - Launch Lift +59%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+66%,66.0,Home Screen Roadblocks - Launch Lift +66%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+79%,79.0,Home Screen Roadblocks - Launch Lift +79%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+35%,35.0,Home Screen Roadblocks - Launch Lift +35%
Disney+ EMEA  FY25 H2,Disney+ EMEA  FY25 H2/11c_business_metrics_unfiltered.json,72,,false,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,Home Screen Roadblocks - Launch Lift,false,original,0,,home screen roadblocks - launch lift,Home Screen Roadblocks - Launch Lift,,,cluster,cluster_review,13,0.72,123,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:123,13,percent,percentage,performance,+49%,49.0,Home Screen Roadblocks - Launch Lift +49%
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,41,,false,Flight,Flight,100% SOV,true,context_kpi_line,1,100% SOV,100% sov,100% SOV,,,cluster,cluster_review,2,0.72,24,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:24,2,count,count,other,29,29.0,"Disney+ owned the LG Living Room across 8x markets on 29th of March. The 100% SOV Home Screen Roadblocks were instrumental in blocking out the competition during key primetime hours, driving reach, and delivering strong engagement. Markets:"
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,44,,false,Spring Promo Roadblocks Install Lifts,Spring Promo Roadblocks Install Lifts,Spring Promo Roadblocks Install Lifts,false,original,0,,spring promo roadblocks install lifts,Spring Promo Roadblocks Install Lifts,,,cluster,cluster_review,6,0.72,192,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:192,6,percent,percentage,performance,+88%,88.0,"Spring Promo Roadblocks Install Lifts by Market +88% All Spring Promo Roadblocks (29 of March) delivered strong Install Lift vs. control across EMEA, led by Italy (+88%), Poland (+86%), and UK (+77%)."
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,44,,false,Spring Promo Roadblocks Install Lifts,Spring Promo Roadblocks Install Lifts,Spring Promo Roadblocks Install Lifts,false,original,0,,spring promo roadblocks install lifts,Spring Promo Roadblocks Install Lifts,,,cluster,cluster_review,6,0.72,192,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:192,6,percent,percentage,performance,+86%,86.0,"Spring Promo Roadblocks Install Lifts by Market +86% All Spring Promo Roadblocks (29 of March) delivered strong Install Lift vs. control across EMEA, led by Italy (+88%), Poland (+86%), and UK (+77%)."
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,44,,false,Spring Promo Roadblocks Install Lifts,Spring Promo Roadblocks Install Lifts,Spring Promo Roadblocks Install Lifts,false,original,0,,spring promo roadblocks install lifts,Spring Promo Roadblocks Install Lifts,,,cluster,cluster_review,6,0.72,192,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:192,6,percent,percentage,performance,+77%,77.0,"Spring Promo Roadblocks Install Lifts by Market +77% All Spring Promo Roadblocks (29 of March) delivered strong Install Lift vs. control across EMEA, led by Italy (+88%), Poland (+86%), and UK (+77%)."
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,44,,false,Spring Promo Roadblocks Install Lifts,Spring Promo Roadblocks Install Lifts,Spring Promo Roadblocks Install Lifts,false,original,0,,spring promo roadblocks install lifts,Spring Promo Roadblocks Install Lifts,,,cluster,cluster_review,6,0.72,192,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:192,6,percent,percentage,performance,+64%,64.0,"Spring Promo Roadblocks Install Lifts by Market +64% All Spring Promo Roadblocks (29 of March) delivered strong Install Lift vs. control across EMEA, led by Italy (+88%), Poland (+86%), and UK (+77%)."
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,44,,false,Spring Promo Roadblocks Install Lifts,Spring Promo Roadblocks Install Lifts,Spring Promo Roadblocks Install Lifts,false,original,0,,spring promo roadblocks install lifts,Spring Promo Roadblocks Install Lifts,,,cluster,cluster_review,6,0.72,192,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:192,6,percent,percentage,performance,+61%,61.0,Spring Promo Roadblocks Install Lifts by Market +61%
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,44,,false,Spring Promo Roadblocks Install Lifts,Spring Promo Roadblocks Install Lifts,Spring Promo Roadblocks Install Lifts,false,original,0,,spring promo roadblocks install lifts,Spring Promo Roadblocks Install Lifts,,,cluster,cluster_review,6,0.72,192,1.0,false,0.9272,0.7825,0.8722,warn,cluster_requires_review;single_deck_name,cluster:192,6,percent,percentage,performance,+56%,56.0,Spring Promo Roadblocks Install Lifts by Market +56%
Disney+ US FY24 H2,Disney+ US FY24 H2/11c_business_metrics_unfiltered.json,14,,false,TV Models,TV Models,"100% SOV, two week time-frames",true,context_kpi_line,1,"100% SOV, two week time-frames",100% sov two week time-frames,"100% SOV, two week time-frames",,,cluster,cluster_review,6,0.72,27,1.0,true,0.9272,0.7825,0.8722,warn,cluster_requires_review;cluster_unit_conflict;single_deck_name,cluster:27,6,count,count,other,2017+,2017.0,"Gain exclusive access and guaranteed share of voice to viewers actively seeking new content and Apps to download with a Native Content Store Roadblock. TV Models: 2017+ Markets: US, UK, ES, DE & BR Ad Format: 970x250 (static) Static: 970×25"
Disney+ EMEA FY25 H1,Disney+ EMEA FY25 H1/11c_business_metrics_unfiltered.json,11,,false,Banner,Banner,"Click to App, Deeplink, Video",true,context_kpi_line,1,"Click to App, Deeplink, Video",click to app deeplink video,"Click to App, Deeplink, Video",,,cluster,cluster_review,5,0.78,62,1.0,true,0.9428,0.7575,0.8724,warn,cluster_requires_review;cluster_unit_conflict,cluster:62,5,ratio,ratio,other,1770x,1770.0,"As viewers navigate down the LG Home Screen, the Native InLine Banner enriches content discovery for entertainment partners beyond the fold. Ad Format & Availability Banner: 1770x221 2020+ TV Model Years Native ROS & Roadblocks Available Ad"
